regionID,iso3c,country_name,city_name,incomeID,measurement,units,year,source,comments
ECS,POL,Poland,Lodzi,HIC,population_population_number_of_people,# of people,2011,"Poland Statistical Office. 2016.""Lodzi Statistics."" Lodzi, Poland. [Urzad Statystyczny w Lodzi. 2016. ""Statystyka Lodzi.""] ISSN 1427-8111.",
ECS,IRL,Ireland,Limerick,HIC,population_population_number_of_people,# of people,2016,"City Population. 2017e. ""Ireland: Cities and Legal Towns."" Accessed June 16, 2017. http://citypopulation.de/Ireland-Cities.html.",
SSF,MDG,Madagascar,Antananarivo,LIC,population_population_number_of_people,# of people,2015,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
SSF,ETH,Ethiopia,Weldiya,LIC,population_population_number_of_people,# of people,2015,"WaterAid. 2015i. ""Solid Waste Generation Rate and Characterization Study for Weldiya Town."" Getaneh Gebre Consultancy Service. Addis Ababa, November.",
SAS,MDV,Maldives,Male,UMC,population_population_number_of_people,# of people,2014,"Maldives, National Bureau of Statistics, 2015. ""Maldives Population and Household Census 2014."" National Bureau of Statistics, Ministry of Finance and Treasury, Republic of Maldives.",
SAS,IND,India,Shimla,LMC,population_population_number_of_people,# of people,2011,"Census of India. 2014. ""Databook for PC 2011."" December 22.",
EAS,MYS,Malaysia,Kuala Lumpur,UMC,population_population_number_of_people,# of people,2015,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
SSF,ZAF,South Africa,Johannesburg ,UMC,population_population_number_of_people,# of people,2011,"Statistics South Africa. 2011a. ""City of Johannesburg."" http://www.statssa.gov.za/?page_id=993andid=city-of-johannesburg-municipality.",
SSF,ETH,Ethiopia,Dembi Dolo,LIC,population_population_number_of_people,# of people,2015,"WaterAid. 2015e. ""Solid Waste Generation Rate and Characterization Study for Dembi Dolo Town."" Getaneh Gebre Consultancy Service. Addis Ababa, November.",
SAS,MDV,Maldives,Addu,UMC,population_population_number_of_people,# of people,2014,"Maldives, National Bureau of Statistics, 2015. ""Maldives Population and Household Census 2014."" National Bureau of Statistics, Ministry of Finance and Treasury, Republic of Maldives.",
SSF,ZAF,South Africa,Cape Town,UMC,population_population_number_of_people,# of people,2012,"Miezah, Kodwo, Kwasi Obiri-Danso, Zsófia Kádár, Bernard Fei-Baffoe, and Moses Y. Mensah. 2015. ""Municipal solid waste characterization and quantification as a measure towards effective waste management in Ghana."" Waste Management 46 (2015) 15–27.",
LCN,MEX,Mexico,Monterrey,UMC,population_population_number_of_people,# of people,2015,"Mexico, Information by Entity [Información por entidad]. 2015. ""Municipal division."" http://www.cuentame.inegi.org.mx/monografias/informacion/nl/territorio/div_municipal.aspx?tema=meande=19.",
SAS,IND,India,Patna,LMC,population_population_number_of_people,# of people,2011,"Census of India. 2014. ""Databook for PC 2011."" December 22.",
SSF,ETH,Ethiopia,Tepi,LIC,population_population_number_of_people,# of people,2015,"WaterAid. 2015h. ""Solid Waste Generation Rate and Characterization Study for Tepi Town."" Getaneh Gebre Consultancy Service. Addis Ababa, November.",
ECS,SVN,Slovenia,Ljubljana,HIC,population_population_number_of_people,# of people,2014,"European Commission. 2014i. ""Capital factsheet - Ljubljana."" Assessment of separate collection schemes in the 28 capitals of the EU. Copenhagen Resource Instiute. BiPRO. 070201/ENV/2014/691401/SFRA/A2.",
ECS,FIN,Finland,Riihimaki,HIC,population_population_number_of_people,# of people,2015,"Liikanena, M., O. Sahimaa, M. Hupponen, J. Havukainen, J. Sorvari, and M. Horttanainen. 2016. ""Updating and testing of a Finnish method for mixed municipal solid waste composition studies."" Waste Management 52 (2016) 25–33.",
ECS,FIN,Finland,Oulu,HIC,population_population_number_of_people,# of people,2015,"City Population. 2017h. ""Oulu."" Accessed June 20, 2017. https://citypopulation.de/php/finland-pohjoispohjanmaa.php?cityid=0939.",
ECS,FIN,Finland,Turku,HIC,population_population_number_of_people,# of people,2015,"Liikanena, M., O. Sahimaa, M. Hupponen, J. Havukainen, J. Sorvari, and M. Horttanainen. 2016. ""Updating and testing of a Finnish method for mixed municipal solid waste composition studies."" Waste Management 52 (2016) 25–33.",
EAS,FJI,Fiji,Suva,UMC,population_population_number_of_people,# of people,2012,"ADB (Asian Development Bank). 2014a. ""Solid Waste Management in the Pacific: Fiji Country Snapshot."" ADB Publications Stock No. ARM146606-2. June. Accessed May 11, 2017. https://www.adb.org/sites/default/files/publication/42672/solid-waste-management-fiji.pdf.",
ECS,ROU,Romania,Bucharest,UMC,population_population_number_of_people,# of people,2015,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
ECS,MKD,"Macedonia, FYR",Kratovo,UMC,population_population_number_of_people,# of people,2015,"Macedonia State Statistical Office. 2016. ""Stastical Survey: Population and Social Statistics."" [РЕПУБЛИКА МАКЕДОНИЈА ДРЖАВЕН ЗАВОД ЗА СТАТИСТИКА. 2016. ""СТАТИСТИЧКИ ПРЕГЛЕД: Население и социјални статистики.""] Skopje, July. Accessed May 2, 2017. http://www.stat.gov.mk/PrikaziPoslednaPublikacija_en.aspx?id=11).",
ECS,FRA,France,Angers-Loire Metropole,HIC,population_population_number_of_people,# of people,2015,"Angers Loire Métropole, Environment Management, Waste and Cleaning. 2015. ""Annual Report 2015 on the price and quality of the public service for the prevention and management of household and similar waste (SPPGD)."" [Angers Loire Métropole, DIRECTION ENVIRONNEMENT DÉCHETS ET PROPRETÉ. 2015. ""Rapport Annuel 2015 sur le prix et la qualité du service public de prévention et de gestion des déchets ménagers et assimilés (SPPGD).""]",
EAS,JPN,Japan,Yokohama,HIC,population_population_number_of_people,# of people,2015,"City of Yokohama. 2017. Policy Coordination Division, Resources and Waste Recycling Bureau. Personal communication.",
SSF,ZWE,Zimbabwe,Gweru,LIC,population_population_number_of_people,# of people,2014,"GIZ (Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH). 2014b. “Household and Commercial Solid Waste Characterisation Study: Gweru,” by Hailey Johnson. ",
EAS,FSM,"Micronesia, Fed. Sts.",Pohnpei,LMC,population_population_number_of_people,# of people,2012,"ADB (Asian Development Bank). 2012a. ""Country Case Study: Federated States of Micronesia."" Solid Waste Management in the Pacific: Asian Development Bank 2012.",
ECS,RUS,Russian Federation,Kemerovo,UMC,population_population_number_of_people,# of people,2015,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
ECS,TJK,Tajikistan,Dushanbe ,LMC,population_population_number_of_people,# of people,2018,"World Population Review. 2018e. ""Population of Cities in Tajikistan."" http://worldpopulationreview.com/countries/tajikistan-population/cities/.",
ECS,KAZ,Kazakhstan,Kostanay,UMC,population_population_number_of_people,# of people,2014,"World Bank. n.d. ""Legal, Institutional, Financial Arrangement and Practices of Solid Waste Management Sector in Kazakhstan."" Washington, DC: World Bank.",
SSF,RWA,Rwanda,Nyagatare,LIC,population_population_number_of_people,# of people,,,
SAS,IND,India,Coimbatore,LMC,population_population_number_of_people,# of people,2011,"Census of India. 2014. ""Databook for PC 2011."" December 22.",
ECS,GBR,United Kingdom,London,HIC,population_population_number_of_people,# of people,2012,"European Commission. 2014j. ""Capital factsheet - London."" Assessment of separate collection schemes in the 28 capitals of the EU. Copenhagen Resource Instiute. BiPRO. 070201/ENV/2014/691401/SFRA/A2.",
SAS,IND,India,Ghaziabad,LMC,population_population_number_of_people,# of people,2011,"Census of India. 2014. ""Databook for PC 2011."" December 22.",
ECS,GEO,Georgia,Tbilisi,LMC,population_population_number_of_people,# of people,2015,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
SAS,IND,India,Pune,LMC,population_population_number_of_people,# of people,2011,"Census of India. 2014. ""Databook for PC 2011."" December 22.",
EAS,PHL,Philippines,Cebu,LMC,population_population_number_of_people,# of people,2015,"Premakura, Dickella Gamaralalage Jagath, Matthew Hengesbaugh, Kazunobu Onogawa and, Nida C Cabrera. 2017. “Planning and Implementation of Integrated Solid Waste Management Strategies at Local Level: The Case of Cebu City,” International Environmental Technology Centre. May. Accessed October 10, 2017. https://pub.iges.or.jp/pub/planning-and-implementation-integrated-solid.",
ECS,KGZ,Kyrgyz Republic,Osh,LMC,population_population_number_of_people,# of people,2017,"City Population. 2018c. ""Kyrgyzstan."" Accessed May 17, 2017. https://citypopulation.de/Kyrgyzstan.html.",
SAS,NPL,Nepal,Dharan,LIC,population_population_number_of_people,# of people,2011,"ADB (Asian Development Bank). 2013b. ""Solid Waste Management in Nepal: Current Status and Policy Recommendations."" Mandaluyong City, Philippines: Asian Development Bank (ADB).",
SSF,SLE,Sierra Leone,Freetown,LIC,population_population_number_of_people,# of people,2012,"Miezah, Kodwo, Kwasi Obiri-Danso, Zsófia Kádár, Bernard Fei-Baffoe, and Moses Y. Mensah. 2015. ""Municipal solid waste characterization and quantification as a measure towards effective waste management in Ghana."" Waste Management 46 (2015) 15–27.",
SSF,MOZ,Mozambique,Maputo,LIC,population_population_number_of_people,# of people,2016,"Raich, Uri. 2016. ""The State of Solid Waste Management in Maputo, Mozambique."" World Bank. Maputo.",
MEA,TUN,Tunisia,Sousse,LMC,population_population_number_of_people,# of people,2008,"Karak, Tanmoy, R. M. Bhagat, and Pradip Bhattacharyya. 2012. ""Municipal Solid Waste Generation, Composition, and Management: The World Scenario."" Critical Reviews in Environmental Science and Technology, 42:1509-1630. Taylor and Francis Group, LLC. ISSN: 1064-3389 print / 1547-6537 online.",
ECS,IRL,Ireland,Dublin,HIC,population_population_number_of_people,# of people,2012,"European Commission. 2014g. ""Capital factsheet - Dublin."" Assessment of separate collection schemes in the 28 capitals of the EU. Copenhagen Resource Instiute. BiPRO. 070201/ENV/2014/691401/SFRA/A.",
EAS,KOR,"Korea, Rep.",Seoul,HIC,population_population_number_of_people,# of people,2016,"Seoul Metropoiltan Government. 2017. Seoul Examined through Statistics, “Seoul Statistical Yearbook 2017″ published. http://english.seoul.go.kr/seoul-examined-statistics-seoul-statistical-yearbook-2017-published/.",
SSF,SOM,Somalia,Hargeysa,LIC,population_population_number_of_people,# of people,2010,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
ECS,GRC,Greece,Athens,HIC,population_population_number_of_people,# of people,2015,"European Commission. 2014b. ""Capital factsheet - Athens."" Assessment of separate collection schemes in the 28 capitals of the EU. Copenhagen Resource Instiute. BiPRO. 070201/ENV/2014/691401/SFRA/A2.",
SSF,MWI,Malawi,Blantyre,LIC,population_population_number_of_people,# of people,2010,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
ECS,PRT,Portugal,Guimarães,HIC,population_population_number_of_people,# of people,2011,"Population.city. 2015. ""Guimarães."" http://population.city/portugal/guimaraes/.",
ECS,PRT,Portugal,Lisbon,HIC,population_population_number_of_people,# of people,2013,"European Commission. 2014h. ""Capital factsheet - Lisbon."" Assessment of separate collection schemes in the 28 capitals of the EU. Copenhagen Resource Instiute. BiPRO. 070201/ENV/2014/691401/SFRA/A.",
LCN,GTM,Guatemala,Jutiapa,LMC,population_population_number_of_people,# of people,2013,"Guatemala, INE (National Institute of Statistics Guatemala). 2014. ""Departmental characterization Jutiapa 2013."" [Gobierno de Guatemala, INE (Instituto Nacional de Estadística). 2014. ""Caracterización Departamental Jutiapa 2013.""] Guatemala, December.",
MEA,ISR,Israel,Jerusalem,HIC,population_population_number_of_people,# of people,2010,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
SSF,NER,Niger,Niamey,LIC,population_population_number_of_people,# of people,2005,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
LCN,GTM,Guatemala,Antigua Guatemala,LMC,population_population_number_of_people,# of people,2011,"Garrido, Rigoberto Otoniel Morales. 2011. ""Diagnosis of primary management and transport of solid waste in the neighborhood of La Merced, Antigua Guatemala, Sacatepéquez"" [Diagnóstico del manejo primario y transporte de desechos sólidos en el barrio de la Merced, Antigua Guatemala, Sacatepéquez""]. University of San Carlos of Guatemala. June.",
SSF,NGA,Nigeria,Ibadan,LMC,population_population_number_of_people,# of people,2015,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
SSF,NGA,Nigeria,Ilorin,LMC,population_population_number_of_people,# of people,2015,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
LCN,HND,Honduras,Tegucigalpa,LMC,population_population_number_of_people,# of people,2014,"IDB (Inter-American Development Bank). n.d. ""Tegucigalpa and Comayagüela, sustainable capital, safe and open to the public."" [BID (Banco Interamericano de Desarrollo). n.d. Tegucigalpa y Comayagüela, Capital sostenible, segura y abierta al público.""] nDF (Nordic Development Fund).",
SAS,LKA,Sri Lanka,Trincomalee,LMC,population_population_number_of_people,# of people,2015,"JICA (Japan International Cooperation Agency). 2016. ""Data Collection Survey on Solid Waste Management in Democratic Socialist Republic of Sri Lanka: Final Report.""  Kokusai Kogyo Co., Ltd. February.",
ECS,SWE,Sweden,Borås,HIC,population_population_number_of_people,# of people,,"CCAC (Climate and Clean Air Coalition). n.d.(c) ""Solid Waste Management City Profile: Borås.""  Municipal Solid Waste Initiative.",
MEA,QAT,Qatar,Doha,HIC,population_population_number_of_people,# of people,2015,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
ECS,HRV,Croatia,Zagreb,UMC,population_population_number_of_people,# of people,2015,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
ECS,UKR,Ukraine,Pavlograd,LMC,population_population_number_of_people,# of people,2013,"Ukraine Municipal Local Economic Development. 2014. ""Baseline report on the state of existing SWM system in Western Donbas Subregion."" Annex A. FCM (Federation of Canadian Municipalities). January.",
ECS,UKR,Ukraine,Kiev,LMC,population_population_number_of_people,# of people,2015,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
EAS,JPN,Japan,Toyama,HIC,population_population_number_of_people,# of people,2015,"Toyama Environment Policy Division, Environment Department, Toyama City. 2017. Personal communication.",
EAS,JPN,Japan,Osaka,HIC,population_population_number_of_people,# of people,2015,"Osaka Facilities Division. 2017. Environmental Management Bureau, Osaka City Government. Personal communication.",
SAS,IND,India,Faridabad,LMC,population_population_number_of_people,# of people,2011,"Census of India. 2014. ""Databook for PC 2011."" December 22.",
ECS,HUN,Hungary,Debrecen,HIC,population_population_number_of_people,# of people,2017,"City Population. 2017d. ""Hungary: Major cities and towns."" Accessed April 3, 2017. https://citypopulation.de/Hungary-Cities.html?cityid=6745.",
EAS,THA,Thailand,Bangkok,UMC,population_population_number_of_people,# of people,2015,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
EAS,IDN,Indonesia,Jakarta,LMC,population_population_number_of_people,# of people,2010,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
NAC,USA,United States,Washington Dc,HIC,population_population_number_of_people,# of people,2017,"US Census Bureau. 2017. ""QuickFacts: Washington city, District of Columbia; District of Columbia."" https://www.census.gov/quickfacts/fact/table/washingtoncitydistrictofcolumbia,DC/PST045217.",
SSF,RWA,Rwanda,Kigali ,LIC,population_population_number_of_people,# of people,2015,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
SAS,IND,India,Jaipur,LMC,population_population_number_of_people,# of people,2011,"Census of India. 2014. ""Databook for PC 2011."" December 22.",
ECS,KAZ,Kazakhstan,Atyrau,UMC,population_population_number_of_people,# of people,2015,"World Bank. n.d. ""Legal, Institutional, Financial Arrangement and Practices of Solid Waste Management Sector in Kazakhstan."" Washington, DC: World Bank.",
SAS,NPL,Nepal,Bhaktapur,LIC,population_population_number_of_people,# of people,2011,"ADB (Asian Development Bank). 2013b. ""Solid Waste Management in Nepal: Current Status and Policy Recommendations."" Mandaluyong City, Philippines: Asian Development Bank (ADB).",
SAS,IND,India,Nagpur,LMC,population_population_number_of_people,# of people,2011,"Census of India. 2014. ""Databook for PC 2011."" December 22.",
SSF,KEN,Kenya,Nairobi,LMC,population_population_number_of_people,# of people,2013,"UNDP (United Nations Development Programme). 2016. ""Nationally Appropriate Mitigation Action on a Circular Economy Solid Waste Management Approach for Urban Areas in Kenya."" Kenya, Ministry of Environment and Natural Resources.",
MEA,MAR,Morocco,Tangier,LMC,population_population_number_of_people,# of people,2017,"Abderrahim, Mouhssine. 2017. Head of Environment Department, Tangier. Personal communication with the World Bank.",
SSF,SEN,Senegal,Rufisque,LIC,population_population_number_of_people,# of people,2004,"Gret-LVIA-Pacte Research Program. 2004. Survey of 10 secondary cities in Senegal. [Gret-LVIA-Pacte et programme de recherche Ecocite (Mboro). Enquete dans 10 villes secondaires du Senegal. 2004. ""La gestion des orduresménagères dans les villes secondaires du Sénégal. Politiques municipales, pré-collecteet gestion de la filière"". Éditions du Gret.]",
SAS,NPL,Nepal,Bharatpur,LIC,population_population_number_of_people,# of people,2011,"ADB (Asian Development Bank). 2013b. ""Solid Waste Management in Nepal: Current Status and Policy Recommendations."" Mandaluyong City, Philippines: Asian Development Bank (ADB).",
EAS,MNG,Mongolia,Ulaanbaatar,LMC,population_population_number_of_people,# of people,2015,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
MEA,TUN,Tunisia,Sfax,LMC,population_population_number_of_people,# of people,2013,"Tunisia, Governorate of Sfax. 2013. ""Community Waste Management Plan P C G D Sfax"" [""PLAN COMMUNAL DE GESTION DES DECHETS P C G D SFAX""]. GIZ (Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH). ANGed (L'Agence Nationale de Gestion des Déchets). May.",
SAS,IND,India,Tenali,LMC,population_population_number_of_people,# of people,2011,"Census of India. 2014. ""Databook for PC 2011."" December 22.",
ECS,MDA,Moldova,Chisinau,LMC,population_population_number_of_people,# of people,2011,"UNECE (United Nations Economic Commission for Europe). 2014. ""Republic of Moldova Environmental Performance Reviews."" Environmental Performance Reviews Series No. 39. ECE/CEP/171. ISBN  978-92-1-117075-7. e-ISBN 978-92-1-056518 .ISSN 1020-4563. Accessed on 24 April 2017. http://www.unece.org/fileadmin/DAM/env/epr/epr_studies/Turkmenistan.pdf.",
EAS,PNG,Papua New Guinea,Port Moresby,LMC,population_population_number_of_people,# of people,2015,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
ECS,XKX,Kosovo,Gjilan,LMC,population_population_number_of_people,# of people,2011,"Berlin University of Technology. 2017. ""Solid Waste Management in Kosovo. Assessment of a Waste Bank Model in Dardania, Pristina."" Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH. University of Pristina. Municipality of Pristina. ISBN978-3-981279-6-1. Berlin, February. ",
SAS,NPL,Nepal,Birgunj,LIC,population_population_number_of_people,# of people,2011,"ADB (Asian Development Bank). 2013b. ""Solid Waste Management in Nepal: Current Status and Policy Recommendations."" Mandaluyong City, Philippines: Asian Development Bank (ADB).",
SAS,NPL,Nepal,Kathmandu,LIC,population_population_number_of_people,# of people,2011,"ADB (Asian Development Bank). 2013b. ""Solid Waste Management in Nepal: Current Status and Policy Recommendations."" Mandaluyong City, Philippines: Asian Development Bank (ADB).",
EAS,LAO,Lao PDR,Vientiane,LMC,population_population_number_of_people,# of people,2015,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
ECS,POL,Poland,Kraków,HIC,population_population_number_of_people,# of people,2017,"Municipality of Krakow. 2017. ""Kraków in numbers 2016."" Krakow.",
ECS,TUR,Turkey,Bursa Mm (Metropolitan Municipality),UMC,population_population_number_of_people,# of people,2014,"JICA (Japan International Cooperation Agency). 2015. ""Data Collection Survey on Solid Waste Management in Turkey."" EX Research Institute Ltd. Kokusai Kogyo Co., Ltd. December. ",
SAS,IND,India,Nashik,LMC,population_population_number_of_people,# of people,2011,"Census of India. 2014. ""Databook for PC 2011."" December 22.",
MEA,LBN,Lebanon,Saida,UMC,population_population_number_of_people,# of people,2016,"Sabbah, Bassam. 2017a. Personal communication (through IBC reports, which are quarterly reports that are communicated to the Ministry of Environment).",
SAS,IND,India,Cuttack,LMC,population_population_number_of_people,# of people,2011,"Census of India. 2014. ""Databook for PC 2011."" December 22.",
SAS,IND,India,Warangal,LMC,population_population_number_of_people,# of people,2011,"Census of India. 2014. ""Databook for PC 2011."" December 22.",
ECS,ITA,Italy,Parma,HIC,population_population_number_of_people,# of people,2017,"Comuni-Italiani.it. 2017. ""City of Parma."" http://en.comuni-italiani.it/034/027/.",
SSF,TZA,Tanzania,Moshi,LIC,population_population_number_of_people,# of people,2010,"UN Habitat. 2010. ""Solid Waste Management in the World's Cities."" United Nations Human Settlements Programme. ISBN 978-92-1-132218-7.",
SSF,TZA,Tanzania,Dar Es Salaam,LIC,population_population_number_of_people,# of people,2013,"SMEC. 2013. ""Consultancy Services for Improvement of Solid Waste Management in Dar es Salaam Local Authorities in Support of Preparation of the Proposed DMDP."" Final Draft Report–Vol I -Main Report. September.",
LCN,MEX,Mexico,México City,UMC,population_population_number_of_people,# of people,2015,"Mexico City, Ministry of the Environment. n.d. ""Comprehensive Solid Waste Management Program (2016-2010)."" [Gobierno de la Ciudad de México, Secretaría del Medio Ambiente. n.d. ""Programa de Gestión Integral de Residuos Sólidos (2016-2010).""]",
EAS,NZL,New Zealand,Auckland,HIC,population_population_number_of_people,# of people,2008,"Auckland Council. 2011. ""Auckland Council Waste Assessment."" October.",
SSF,UGA,Uganda,Kampala,LIC,population_population_number_of_people,# of people,2015,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June.",
SAS,LKA,Sri Lanka,Jaffna,LMC,population_population_number_of_people,# of people,2015,"JICA (Japan International Cooperation Agency). 2016. ""Data Collection Survey on Solid Waste Management in Democratic Socialist Republic of Sri Lanka: Final Report.""  Kokusai Kogyo Co., Ltd. February.",
EAS,MHL,Marshall Islands,Majuro,UMC,population_population_number_of_people,# of people,2014,"SPREP (Secretariat of the Pacific Regional Environment Programme). 2016. ""Cleaner Pacific 2025: Pacific Regional Waste and Pollution Management Strategy, 2016–2025."" Secretariat of the Pacific Regional Environment Programme, Apia, Samoa. https://sustainabledevelopment.un.org/content/documents/commitments/1326_7636_commitment_cleaner-pacific-strategy-2025.pdf.",
SAS,IND,India,Surat,LMC,population_population_number_of_people,# of people,2016,"Census of India. 2014. ""Databook for PC 2011."" December 22.",
SAS,IND,India,Dhanbad,LMC,population_population_number_of_people,# of people,2011,"Census of India. 2014. ""Databook for PC 2011."" December 22.",
